States,abbrv,State Rank,State Score,State Rating,SDG01, SDG01_color, SDG01_RANK, SDG02, SDG02_color, SDG02_RANK, SDG03, SDG03_color, SDG03_RANK, SDG04, SDG04_color, SDG04_RANK, SDG05, SDG05_color, SDG05_RANK, SDG06, SDG06_color, SDG06_RANK, SDG07, SDG07_color, SDG07_RANK, SDG08, SDG08_color, SDG08_RANK, SDG09, SDG09_color, SDG09_RANK, SDG10, SDG10_color, SDG010_RANK, SDG11, SDG11_color, SDG11_RANK, SDG12, SDG12_color, SDG012_RANK, SDG13, SDG13_color, SDG013_RANK, SDG15, SDG15_color, SDG015_RANK, SDG16, SDG16_color, SDG016_RANK,01.01_affordablehousing,01.01_affordablehousing_RATING,01.02_doccost,01.02_doccost_RATING,01.03_famleave,01.03_famleave_RATING,01.04_perpovline,01.04_perpovline_RATING,01.05_sickleave,01.05_sickleave_RATING,01.06_TANFpov,01.06_TANFpov_RATING,01.07_workingpoor,01.07_workingpoor_RATING,02.01_elderfood,02.01_elderfood_RATING,02.02_fooddesert,02.02_fooddesert_RATING,02.03_foodinsc,02.03_foodinsc_RATING,02.04_obesity,02.04_obesity_RATING,02.05_pesticide,02.05_pesticide_RATING,02.06_ruralinfra,02.06_ruralinfra_RATING,02.07_WICcoverage,02.07_WICcoverage_RATING,03.01_fertilityrate,03.01_fertilityrate_RATING,03.02_HIVrate,03.02_HIVrate_RATING,03.03_hpsa,03.03_hpsa_RATING,03.04_infantmort,03.04_infantmort_RATING,03.05_lifeexp,03.05_lifeexp_RATING,03.06_matmort,03.06_matmort_RATING,03.07_NCD,03.07_NCD_RATING,03.08_overdose,03.08_overdose_RATING,03.09_SmokingRate,03.09_SmokingRate_RATING,03.10_suicide,03.10_suicide_RATING,03.11_TB,03.11_TB_RATING,03.12_trafficdeath,03.12_trafficdeath_RATING,03.13_vaxcombo,03.13_vaxcombo_RATING,03.14_wellbeing,03.14_wellbeing_RATING,04.01_bachelors,04.01_bachelors_RATING,04.02_collegedebt,04.02_collegedebt_RATING,04.03_CTE,04.03_CTE_RATING,04.04_hsgradrate,04.04_hsgradrate_RATING,04.05_preschool,04.05_preschool_RATING,04.06_BasicReading,04.06_BasicReading_RATING,05.01_contradesertpov,05.01_contradesertpov_RATING,05.02_fem_laborforce,05.02_fem_laborforce_RATING,05.03_hatecrimelaw,05.03_hatecrimelaw_RATING,05.04_pergovwomen,05.04_pergovwomen_RATING,05.05_sexualviolence,05.05_sexualviolence_RATING,05.06_wagegap,05.06_wagegap_RATING,05.07_wbusiness,05.07_wbusiness_RATING,06.01_DamSafety,06.01_DamSafety_RATING,06.02_IncompletePlumbing,06.02_IncompletePlumbing_RATING,06.03_waterstress,06.03_waterstress_RATING,06.04_WaterViolations,06.04_WaterViolations_RATING,07.01_co2intensity_mt,07.01_co2intensity_mt_RATING,07.02_EnergyBurden,07.02_EnergyBurden_RATING,07.03_EnergyEfficiency,07.03_EnergyEfficiency_RATING,07.04_RenewableConsum,07.04_RenewableConsum_RATING,07.05_RenewableProduction,07.05_RenewableProduction_RATING,08.01_banking,08.01_banking_RATING,08.02_employdiscrim,08.02_employdiscrim_RATING,08.03_employment,08.03_employment_RATING,08.04_neets,08.04_neets_RATING,08.05_realGDPgrowth,08.05_realGDPgrowth_RATING,08.06_unbanked,08.06_unbanked_RATING,08.07_unemployment,08.07_unemployment_RATING,08.08_workfatality,08.08_workfatality_RATING,09.01_article_output,09.01_article_output_RATING,09.02_broadband,09.02_broadband_RATING,09.03_DeficientBridges,09.03_DeficientBridges_RATING,09.04_internetuse,09.04_internetuse_RATING,09.05_Patents,09.05_Patents_RATING,09.06_PoorRoads,09.06_PoorRoads_RATING,09.07_RDperGDP,09.07_RDperGDP_RATING,09.08_STEMjobs,09.08_STEMjobs_RATING,10.01_disabilitysupport,10.01_disabilitysupport_RATING,10.02_gini,10.02_gini_RATING,10.03_hateconcen,10.03_hateconcen_RATING,10.04_PollutionBurden,10.04_PollutionBurden_RATING,10.05_racismindex,10.05_racismindex_RATING,10.06_uninsured,10.06_uninsured_RATING,11.01_Commute,11.01_Commute_RATING,11.02_Overcrowding,11.02_Overcrowding_RATING,11.03_ParkAccess,11.03_ParkAccess_RATING,11.04_pm25,11.04_pm25_RATING,11.05_rentgrapi,11.05_rentgrapi_RATING,12.01_ChemicalPollution,12.01_ChemicalPollution_RATING,12.02_Leadcapita,12.02_Leadcapita_RATING,12.03_NOcapita,12.03_NOcapita_RATING,12.04_RecyclingIndex,12.04_RecyclingIndex_RATING,12.05_SO2capita,12.05_SO2capita_RATING,12.06_VOCcapita,12.06_VOCcapita_RATING,13.01_BuildingCodes,13.01_BuildingCodes_RATING,13.02_ClimAlliance,13.02_ClimAlliance_RATING,13.03_ClimateAware,13.03_ClimateAware_RATING,13.04_ClimatePlan,13.04_ClimatePlan_RATING,13.05_co2_capita,13.05_co2_capita_RATING,13.06_co2price,13.06_co2price_RATING,13.07_FEMAcoverage,13.07_FEMAcoverage_RATING,13.08_weathercosts,13.08_weathercosts_RATING,13.09_weatherinjury,13.09_weatherinjury_RATING,15.01_forest_change,15.01_forest_change_RATING,15.02_InvasiveManagement,15.02_InvasiveManagement_RATING,15.03_noncarbonfootprint,15.03_noncarbonfootprint_RATING,15.04_ProtectedArea,15.04_ProtectedArea_RATING,16.01_IncarcerationRate,16.01_IncarcerationRate_RATING,16.02_integrity,16.02_integrity_RATING,16.03_JailAdmission,16.03_JailAdmission_RATING,16.04_JusticeIndex,16.04_JusticeIndex_RATING,16.05_LegalClimate,16.05_LegalClimate_RATING,16.06_murderrate,16.06_murderrate_RATING,16.07_voting,16.07_voting_RATING
South Dakota,SD,23,48.1,1,28.6,0,15,33.3,1,35,58.3,2,23,37.1,1,41,22.6,1,40,77.8,2,15,68.4,2,6,75.9,2,6,24.7,1,46,41.3,2,23,46.6,1,12,73.3,0,26,35.6,0,39,70.9,2,8,26.7,0,39,51,1,8.9,2,0,0,13.3,2,0,0,16.8,0,2.1,2,5.3,2,28.8,0,10.6,1,29.3,2,38.7,1,43.4,1,45.0,0,25.1,1,73.3,3,43.8,0,6.9,0,79.1,2,0.30,1,371.4,2,8.4,3,18.1,1,17.6,1,1.6,2,14.3,1,79.9,1,64.1,3,34.3,2,75,0,82.4,2,83.9,1,37.1,1,79.8,2,99.6,0,95.4,2,2,1,19.0,0,32.8,1,78.1,1,35.9,1,94.5,3,0.56,2,0.315,2,6.3,2,0.232,3,32,0,9.4,1,34.6,3,89.7,3,6.2,3,6.2,3,79.0,3,10.7,2,1.28,1,4.2,2,3.2,3,6.2,1,748.6,1,67.1,2,19.6,0,76.6,1,10.0,1,17,2,0.6,0,4.5,1,76.7,2,0.450,1,0.81,0,0.1,3,43.3,2,8.7,1,4.8,0,2.2,2,36,1,5.5,3,40.8,1,82.0,3,0.0028,2,73.2,0,2,1,17.2,1,109.0,0,63,2,0,0,65.2,1,0,0,16.6,0,0.0,0,66.5,0,0.0852,1,1.01,1,2.0,2,1.00,3,8.4,3,1.6,0,928.2,0,56,0,12472.1,0,24.3,0,75.3,3,3.1,0,59.1,1
Tennessee,TN,37,41.5,1,20.7,0,31,27.6,0,42,40.0,1,43,50.1,1,18,27.7,1,32,77.1,3,17,41.0,1,26,42.8,1,37,40.8,2,33,31.7,0,46,30.8,0,45,66.1,0,34,41.5,0,37,59.8,2,22,25.0,0,40,49,1,12.4,1,0,0,15.8,1,0,0,23.2,0,3.3,1,10.3,0,22.6,1,13.4,1,34.8,0,36.1,1,62.4,2,45.8,0,28.0,0,297.4,1,70.2,2,7.6,0,76.1,0,0.34,1,526.3,0,22.2,1,22.1,1,14.9,1,1.9,2,14.4,1,79.5,1,61.5,1,31.1,1,60,1,89.3,2,88.5,2,40.1,1,75.7,1,95.9,0,93.4,1,3,2,15.9,0,36.0,1,82.3,2,39.3,1,77.0,2,0.37,3,0.050,3,13.3,2,0.502,1,29,0,7.7,1,8.7,1,38.5,1,4.3,2,41.2,0,69.6,1,12.7,1,2.35,2,10.8,0,6.2,1,5.1,1,933.4,2,60.2,1,5.0,2,76.9,1,11.9,1,8,3,1.4,1,4.7,1,65.8,1,0.479,0,0.57,0,2.3,1,38.0,2,9.0,1,2.3,0,2.2,2,25,0,8.2,1,47.2,1,1967.9,0,0.0017,2,37.3,1,1,0,13.1,1,41.4,2,56,1,0,0,64.1,0,0,0,15.1,0,0.0,0,87.2,2,0.0186,3,0.35,3,0.2,1,1.00,3,50.5,1,3.6,1,1081.8,0,66,1,9562.2,0,51.0,3,68.3,1,7.3,0,54.0,0
Texas,TX,40,40.3,1,7.7,0,48,35.3,1,31,53.4,1,28,45.5,2,29,25.2,1,36,60.0,2,41,29.8,0,38,46.5,1,34,50.0,2,20,36.3,0,34,26.2,0,49,82.7,1,14,30.2,0,48,48.9,2,36,26.9,0,38,29,0,17.9,0,0,0,15.6,1,0,0,4.3,0,4.1,0,9.5,0,20.8,1,14.3,1,33.4,0,30.7,2,59.5,2,58.9,1,31.0,0,368.9,1,67.3,2,6.0,1,78.5,2,0.44,0,399.6,2,9.4,3,14.3,2,11.9,2,4.0,0,11.6,1,80.1,1,62.3,2,30.2,1,56,2,75.2,1,89.1,3,42.6,1,72.5,1,99.3,0,91.1,0,3,2,20.4,1,37.2,1,79.4,1,40.9,2,78.9,2,0.47,3,0.124,3,43.9,0,0.520,1,29,0,8.6,1,5.1,1,3.2,0,3.0,0,33.4,1,72.2,1,13.6,1,3.04,3,9.4,1,5.2,2,5.6,1,982.7,2,62.7,1,1.7,3,78.4,1,17.7,2,18,2,1.5,1,6.3,2,54.2,0,0.480,0,0.20,2,0.2,3,43.9,2,16.6,0,3.4,0,5.0,0,36,1,8.9,1,47.3,1,770.3,1,0.0014,2,41.5,1,3,2,15.5,1,63.6,1,65,2,0,0,68.9,2,0,0,22.8,0,0.0,0,83.5,2,0.8880,0,0.96,2,1.6,2,1.00,3,86.6,1,1.5,0,1160.5,0,60,1,5527.0,0,34.1,1,64.3,1,5.3,0,55.4,1
Utah,UT,20,49.6,1,22.5,0,28,40.2,1,23,67.5,2,9,50.3,2,17,13.4,0,50,78.3,3,12,26.6,0,42,73.6,2,7,66.2,2,4,47.1,2,11,45.2,1,18,59.8,0,40,46.2,0,33,61.3,2,20,44.8,1,10,31,0,11.7,1,0,0,10.2,3,0,0,9.3,0,2.7,2,6.2,2,18.4,1,11.5,1,25.6,3,54.5,0,74.3,3,40.2,0,15.6,2,116.4,2,66.9,2,5.0,1,79.6,2,0.31,1,295.7,3,23.4,1,8.8,3,21.0,0,0.9,2,7.3,2,79.3,1,62.8,3,33.6,2,43,3,69.0,1,85.2,2,41.8,1,80.5,2,98.1,0,89.0,0,2,1,19.2,0,31.1,1,70.5,0,36.6,1,99.2,3,0.27,3,0.047,3,30.3,1,0.739,0,33,0,6.0,2,3.9,0,2.1,0,3.4,1,8.5,3,76.1,2,9.7,2,3.34,3,3.9,2,3.9,3,4.4,2,906.7,2,70.6,2,3.1,3,86.0,3,19.4,2,10,3,2.8,2,7.1,2,71.0,2,0.426,1,0.10,3,2.1,1,45.1,2,8.8,1,6.0,1,3.6,1,75,3,8.1,1,45.0,1,3301.8,0,0.0035,1,53.6,0,2,1,8.3,2,65.6,1,56,1,0,0,63.1,0,1,3,21.2,0,0.0,0,78.0,1,0.0071,3,0.78,2,1.9,2,1.00,3,142.0,0,11.6,2,610.6,0,62,1,5378.5,0,40.5,2,72.8,2,2.4,1,62.7,1
Vermont,VT,3,59.4,2,48.1,2,6,51.9,2,8,74.0,2,3,55.9,2,6,48.8,2,1,75.4,3,20,72.3,2,3,78.8,3,4,46.9,2,25,60.9,2,2,44.2,0,19,96.0,3,4,64.3,2,14,37.1,0,45,36.2,2,23,40,1,8.2,2,0,0,11.9,2,1,3,47.1,2,1.8,3,6.3,2,11.5,2,10.1,1,26.6,2,38.5,1,62.4,2,64.6,2,10.3,3,123.7,2,53.6,1,4.8,2,79.9,2,0.18,3,346.5,2,16.7,2,17.0,2,16.2,1,0.5,3,9.0,2,86.9,3,64.1,3,39.4,2,63,1,75.6,1,87.7,2,57.7,2,83.3,3,87.2,0,98.0,3,4,3,40.0,3,38.1,1,86.0,2,36.2,1,77.6,2,0.45,3,0.002,3,14.7,2,0.006,3,44,0,4.8,2,24.9,3,100.0,3,5.3,3,4.6,3,77.4,3,7.6,3,0.73,1,1.5,3,3.9,3,4.0,2,502.2,0,70.1,2,5.6,2,80.7,2,31.4,3,24,1,1.2,1,5.8,1,83.0,3,0.454,0,0.16,2,0.6,2,41.6,2,3.7,3,7.7,2,2.1,2,25,0,5.5,3,50.7,0,43.2,3,0.0018,2,22.8,2,4,3,2.2,3,40.1,2,0,0,1,3,72.7,3,1,3,9.8,0,3.8,1,72.1,1,0.0283,3,0.35,3,-1.7,0,0.00,0,33.3,2,4.1,1,NA,4,60,1,NA,4,29.1,1,75.2,3,2.2,2,62.5,1
Virginia,VA,21,49.4,1,24.5,0,23,46.1,1,16,64.1,2,15,53.7,2,11,29.3,1,28,64.6,2,34,34.8,1,34,57.2,2,19,51.6,2,17,31.0,1,48,41.7,1,22,84.0,2,10,75.5,2,4,47.1,1,37,35.4,0,25,37,0,13.4,1,0,0,11.0,2,0,0,19.2,0,2.2,2,5.0,3,17.2,1,9.9,2,28.5,2,33.3,1,56.5,1,47.7,0,15.5,2,307.7,1,63.1,1,6.7,0,79.2,2,0.27,2,375.4,2,12.4,2,15.3,2,12.6,2,2.4,1,8.7,2,83.1,2,61.9,2,41.1,3,56,2,71.7,1,86.7,2,49.3,1,77.3,2,91.6,0,94.1,1,2,1,27.1,1,34.8,1,80.3,2,40.1,2,71.4,1,0.31,3,1.377,0,4.2,3,0.394,2,45,0,5.5,2,6.9,1,14.5,1,4.1,1,35.0,1,73.8,2,10.2,2,0.90,1,4.6,2,4.7,2,4.2,2,838.4,2,69.0,2,6.7,2,82.2,2,7.4,0,23,1,2.1,1,8.7,3,63.3,1,0.471,0,0.46,1,2.4,1,49.2,1,8.7,1,7.2,1,2.0,2,37,1,7.5,2,49.1,1,989.5,1,0.0018,2,30.2,1,3,2,8.4,2,30.5,2,77,2,1,3,71.1,2,1,3,12.3,0,0.0,0,100.0,3,0.0061,3,0.43,3,0.9,1,1.00,3,104.1,0,3.6,1,1150.3,0,66,1,6678.2,0,38.3,1,72.8,2,5.8,0,68.2,2
Washington,WA,2,59.8,2,56.5,2,2,48.7,2,12,67.5,2,11,38.0,0,37,36.2,0,18,65.3,2,32,74.3,2,2,64.5,2,14,74.3,2,1,45.0,2,13,48.7,2,10,84.4,2,9,73.8,2,6,71.8,2,7,48.5,1,5,30,0,10.1,1,1,3,11.3,2,1,3,25.0,0,1.7,3,4.9,3,20.8,1,11.6,1,28.4,2,30.4,2,65.9,2,56.9,1,16.6,2,208.3,2,31.6,0,4.8,2,80.2,3,0.20,3,330.2,2,14.7,2,13.9,3,14.7,1,2.8,1,6.9,3,84.4,2,61.7,2,37.3,2,53,2,58.8,0,79.7,0,42.6,1,76.8,2,98.1,0,92.7,0,4,3,37.4,2,44.8,0,76.5,1,41.7,2,88.5,3,0.44,3,0.073,3,41.7,0,0.089,3,64,0,5.0,2,43.9,3,90.9,3,3.6,1,18.8,2,72.9,1,12.3,1,3.59,3,4.1,2,5.6,1,2.5,3,898.2,2,75.6,3,4.8,2,86.4,3,29.1,3,31,0,4.5,3,9.2,3,69.1,2,0.459,0,0.29,2,2.0,1,38.6,2,6.0,2,10.7,3,3.3,1,62,2,7.8,2,47.4,1,510.8,2,0.0025,2,32.4,1,3,2,5.0,3,74.0,1,92,3,1,3,72.6,2,1,3,10.6,0,0.0,0,74.4,1,0.0210,3,0.39,3,-1.2,0,1.00,3,59.4,1,14.4,3,557.3,0,67,1,4376.4,0,46.5,2,68.4,1,2.7,1,66.3,2
West Virginia,WV,48,33.4,0,18.3,0,37,22.0,0,46,32.2,0,46,30.7,0,46,23.0,1,39,59.5,2,43,15.4,0,49,33.4,0,46,21.7,0,48,51.1,2,4,33.9,0,36,57.1,0,43,33.8,0,42,40.7,0,42,27.9,0,36,59,2,14.6,1,0,0,17.9,0,0,0,16.5,0,3.2,1,9.3,0,17.7,1,14.9,1,37.3,0,41.3,0,40.0,0,51.9,1,29.3,0,113.3,2,45.2,0,7.3,0,75.3,0,0.32,1,534.5,0,41.5,0,24.8,0,17.0,1,0.9,2,11.7,1,79.5,1,58.8,0,25.7,0,77,0,78.1,1,89.8,3,35.1,1,72.3,1,76.9,0,94.9,2,2,1,14.9,0,32.1,1,72.2,1,38.2,1,74.8,1,0.53,2,0.084,3,40.1,0,0.900,0,31,0,11.5,0,6.7,1,1.1,0,4.5,2,6.2,3,63.0,0,16.5,0,0.58,1,8.0,1,6.3,1,7.7,0,759.3,1,61.9,1,17.3,0,76.6,1,4.9,0,19,2,0.7,1,4.0,0,66.1,1,0.471,0,0.22,2,0.7,2,36.2,2,5.3,2,3.9,0,1.4,3,14,0,7.7,2,48.4,1,1336.5,1,0.0028,2,91.7,0,2,1,55.7,0,98.4,1,45,1,0,0,60.5,0,0,0,50.0,0,0.0,0,88.4,2,0.0605,2,0.75,2,-0.6,0,0.00,0,27.3,2,4.1,1,1072.5,0,66,1,6810.3,0,43.0,2,60.6,0,4.4,0,50.8,0
Wisconsin,WI,16,52.2,2,25.8,0,21,46.9,1,15,67.2,2,12,53.0,2,14,31.1,1,26,62.9,2,37,44.4,1,21,73.2,2,8,50.6,2,19,41.1,1,24,45.8,2,15,82.8,2,13,46.6,0,31,67.8,2,13,43.7,0,12,34,0,10.4,1,0,0,11.8,2,0,0,19.8,0,2.2,2,4.7,3,18.0,1,10.7,1,30.1,1,26.4,2,56.8,1,47.2,0,15.0,2,122.0,2,65.7,2,6.1,1,79.5,2,0.24,2,349.3,2,15.5,2,17.1,1,13.4,2,0.9,2,10.5,2,84.4,2,61.6,2,35.7,2,67,0,91.3,3,88.2,2,45.2,1,79.3,2,97.4,0,96.6,3,3,2,24.2,1,35.5,1,78.3,1,36.2,1,81.3,2,0.44,3,0.211,3,38.3,0,0.628,1,32,0,6.6,2,9.4,1,64.3,2,4.7,2,19.0,2,78.3,3,8.4,3,1.65,2,3.4,2,4.6,2,3.9,2,911.2,2,66.5,1,8.7,2,84.5,3,17.5,2,27,1,2.0,1,5.8,1,68.1,1,0.450,1,0.16,2,2.1,1,74.9,0,5.3,2,5.9,1,1.7,2,50,2,7.4,2,44.4,1,543.0,2,0.0025,2,36.7,1,3,2,14.0,1,37.7,2,0,0,0,0,68.1,1,1,3,17.3,0,0.0,0,81.7,2,0.0178,3,0.47,3,0.6,1,1.00,3,44.7,2,7.3,2,925.4,0,63,1,5361.7,0,50.5,2,70.7,2,4.0,0,70.5,2
Wyoming,WY,39,40.9,1,19.2,0,34,31.8,0,40,50.8,1,32,44.4,2,30,14.8,0,49,79.0,3,11,14.2,0,50,54.8,2,26,45.3,2,26,42.6,1,20,56.9,2,2,32.6,0,48,33.2,0,45,64.4,2,16,30.3,0,32,43,1,14.4,1,0,0,11.3,2,0,0,4.9,0,3.3,1,6.2,2,29.2,0,12.7,1,27.5,2,39.0,1,42.3,0,44.1,0,26.1,1,59.7,3,55.7,1,6.3,1,78.4,1,0.34,1,365.8,2,16.4,2,18.9,1,24.6,0,0.3,3,13.5,1,74.7,0,62.1,2,27.2,1,45,3,77.7,1,80.0,1,43.0,1,81.0,2,89.0,0,93.3,1,1,0,11.1,0,38.3,1,76.8,1,39.2,1,91.8,3,0.36,3,0.016,3,20.2,2,0.945,0,24,0,14.7,0,9.3,1,0.5,0,4.6,2,9.4,3,75.6,2,12.2,1,0.21,0,2.4,3,4.1,3,12.6,0,1024.4,3,65.4,1,11.0,1,83.8,3,12.3,1,9,3,0.6,0,4.4,1,59.3,1,0.436,1,0.34,1,0.5,3,35.6,2,11.5,0,6.4,1,2.1,2,64,3,3.8,3,41.3,1,188.2,2,0.0038,1,249.4,0,1,0,88.3,0,427.4,0,63,2,0,0,60.9,0,0,0,110.5,0,0.0,0,78.7,1,0.0196,3,1.37,1,-9.8,0,1.00,3,16.3,3,11.3,2,1007.1,0,51,0,8015.0,0,19.9,0,73.3,2,3.4,0,64.8,1
